name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,engine,seats
Hyundai Xcent 1.2 CRDi E,2017,7534,2000,Diesel,Individual,Manual,Second Owner,1186 CC,5
Toyota Fortuner 3.0 Diesel,2011,15753,181000,Diesel,Individual,Manual,Second Owner,2982 CC,7
Tata Tiago 1.05 Revotorq XZ,2016,5205,70000,Diesel,Individual,Manual,First Owner,1047 CC,5
Nissan Sunny XL AT Special Edition,2013,4795,90000,Petrol,Individual,Automatic,Second Owner,1498 CC,5
Hyundai Elite i20 Magna Plus BSIV,2019,8356,2000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Swift Dzire VXI,2015,7192,20000,Petrol,Individual,Manual,First Owner,1197 CC,5
Toyota Innova 2.5 GX 7 STR,2011,6575,120000,Diesel,Individual,Manual,First Owner,2494 CC,7
Mahindra Thar CRDe,2017,10685,35000,Diesel,Individual,Manual,First Owner,2498 CC,6
Maruti Swift Dzire ZDi,2012,4384,193000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift 1.2 DLX (Only Delhi),2014,5137,80000,Petrol,Individual,Manual,First Owner,1197 CC,5
Datsun GO D Petrol,2019,4110,40000,Petrol,Individual,Manual,First Owner,1198 CC,5
Hyundai i20 Asta 1.4 CRDi,2015,6849,70000,Diesel,Individual,Manual,Fourth & Above Owner,1396 CC,5
Mahindra Scorpio LX,2011,5534,122358,Diesel,Individual,Manual,First Owner,2179 CC,9
Tata Sumo Gold EX BSIII,2015,6849,75000,Diesel,Individual,Manual,First Owner,2956 CC,7
Tata Tiago Wizz 1.05 Revotorq,2017,4795,120000,Diesel,Individual,Manual,First Owner,1047 CC,5
Tata Zest Revotron 1.2 XT,2015,5205,40000,Petrol,Individual,Manual,First Owner,1193 CC,5
Hyundai Accent GLE,2008,1575,95200,Petrol,Individual,Manual,Third Owner,1495 CC,5
Honda Brio Exclusive Edition,2014,4589,33033,Petrol,Dealer,Manual,First Owner,1198 CC,5
Hyundai Grand i10 AT Asta,2015,6370,63063,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Tata Manza Club Class Quadrajet90 LX,2012,3973,60000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Alto LX,2005,1507,45000,Petrol,Individual,Manual,Second Owner,796 CC,5
Tata New Safari DICOR 2.2 EX 4x2,2011,6164,80000,Diesel,Individual,Manual,Third Owner,2179 CC,7
Mahindra Bolero SLE,2009,5479,170000,Diesel,Individual,Manual,Second Owner,2523 CC,7
Mahindra Bolero DI DX 7 Seater,2007,2877,207890,Diesel,Individual,Manual,Second Owner,2523 CC,7
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,63014,7976,Diesel,Individual,Automatic,First Owner,2143 CC,5
Maruti Omni E MPI STD BS IV,2016,3014,35000,Petrol,Individual,Manual,First Owner,796 CC,8
Hyundai Grand i10 Sportz,2017,6164,35000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai Grand i10 Sportz,2017,6164,35000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai i10 Sportz AT,2013,3973,50000,Petrol,Individual,Automatic,First Owner,1197 CC,5
Maruti Swift VXI Deca,2016,7123,20000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai i10 Sportz AT,2011,3630,20000,Petrol,Individual,Automatic,First Owner,1197 CC,5
Maruti Swift VXI,2012,4521,50000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Swift VXI,2012,4521,50000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Mahindra Bolero 2011-2019 ZLX,2014,6986,120000,Diesel,Individual,Manual,First Owner,2523 CC,7
Hyundai Verna 1.6 SX VTVT (O),2014,6849,70000,Petrol,Individual,Manual,First Owner,1591 CC,5
Hyundai i20 Active 1.2,2015,7192,50000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Baleno Zeta,2019,9247,16500,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai i20 1.2 Asta,2010,4110,70000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Alto LXI,2005,1233,99361,Petrol,Individual,Manual,Second Owner,796 CC,5
Maruti Swift Dzire VDI,2017,8904,25000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift Dzire VXI,2014,5603,70000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Hyundai Grand i10 CRDi Sportz,2015,5411,80000,Diesel,Individual,Manual,Second Owner,1120 CC,5
Maruti Swift 1.3 VXi,2010,2945,70000,Petrol,Individual,Manual,Second Owner,,
Maruti Swift Dzire VXI,2014,5479,70000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Chevrolet Beat LS,2012,1644,60000,Petrol,Individual,Manual,Third Owner,1199 CC,5
Tata Tigor 1.2 Revotron XZA,2018,8836,10000,Petrol,Individual,Automatic,First Owner,1199 CC,5
Maruti 800 Std,2006,1110,80000,Petrol,Individual,Manual,First Owner,796 CC,4
Honda City i-DTEC VX,2017,17808,30000,Diesel,Individual,Manual,First Owner,1498 CC,5
Honda City i-DTEC VX,2017,17123,33000,Diesel,Individual,Manual,First Owner,1498 CC,5
Maruti Ertiga VXI,2013,7329,90000,Petrol,Individual,Manual,Third Owner,1373 CC,7
Nissan Terrano XV Premium 110 PS,2014,7603,80100,Diesel,Individual,Manual,Second Owner,1461 CC,5
Honda City i VTEC VX,2014,9932,120000,Petrol,Individual,Manual,First Owner,1497 CC,5
Mahindra Willys CJ 3B 4X4,1983,4110,10000,Diesel,Individual,Manual,Third Owner,,
Renault KWID RXL,2016,3151,40000,Petrol,Individual,Manual,First Owner,799 CC,5
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,10959,160000,Diesel,Individual,Manual,Second Owner,2494 CC,8
Maruti Wagon R VXI BS IV,2017,5616,47000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai Creta 1.4 CRDi S Plus,2018,16575,25000,Diesel,Individual,Manual,First Owner,1396 CC,5
Tata Tiago 1.2 Revotron XZ,2017,5479,26000,Petrol,Individual,Manual,First Owner,1199 CC,5
Hyundai Grand i10 1.2 CRDi Sportz,2018,7123,29000,Diesel,Individual,Manual,First Owner,1186 CC,5
Maruti Baleno Zeta Automatic,2016,8904,50000,Petrol,Individual,Automatic,First Owner,1197 CC,5
Maruti Swift ZXI ABS,2011,4452,58000,Petrol,Individual,Manual,Third Owner,1298 CC,5
Maruti Swift Dzire VXi AT,2012,5753,120000,Petrol,Individual,Automatic,First Owner,1197 CC,5
Maruti Swift LXI Option,2014,5479,50000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai i20 1.2 Asta,2010,3493,80000,Petrol,Individual,Manual,Fourth & Above Owner,1197 CC,5
Maruti Zen LXI,2003,890,60000,Petrol,Individual,Manual,Fourth & Above Owner,993 CC,5
Maruti Celerio LXI,2017,4808,36000,Petrol,Individual,Manual,First Owner,998 CC,5
Toyota Innova 2.5 V Diesel 8-seater,2007,5534,120000,Diesel,Individual,Manual,Third Owner,2494 CC,8
Maruti Ritz LDi,2011,2534,185000,Diesel,Individual,Manual,Third Owner,1248 CC,5
Nissan Micra Diesel XV,2011,3425,50000,Diesel,Individual,Manual,First Owner,1461 CC,5
Maruti Zen LXI,2002,822,100000,Petrol,Individual,Manual,Fourth & Above Owner,993 CC,5
Hyundai Verna 1.6 SX VTVT (O),2013,6849,50000,Petrol,Individual,Manual,Second Owner,1591 CC,5
Maruti Zen Estilo LXI BSIII,2007,1164,80000,Petrol,Individual,Manual,Second Owner,998 CC,5
Hyundai Santro Xing XL,2005,1164,60000,Petrol,Individual,Manual,Second Owner,,
Maruti Alto LX,2005,1164,80000,Petrol,Individual,Manual,Fourth & Above Owner,796 CC,5
Maruti Swift Dzire ZDi,2011,3630,90000,Diesel,Individual,Manual,Fourth & Above Owner,1248 CC,5
Maruti A-Star Vxi,2010,1781,162000,Petrol,Individual,Manual,Second Owner,998 CC,5
Maruti Ertiga VDI,2013,6575,110000,Diesel,Individual,Manual,Third Owner,1248 CC,7
Maruti Swift Ldi BSIII,2008,2329,120000,Diesel,Individual,Manual,Third Owner,1248 CC,5
Nissan Micra Diesel XV,2011,3767,45000,Diesel,Individual,Manual,First Owner,1461 CC,5
Maruti Wagon R LXI,2005,1219,90000,Petrol,Individual,Manual,Second Owner,998 CC,5
Ford Figo Diesel Titanium,2010,2329,90000,Diesel,Individual,Manual,Second Owner,1399 CC,5
Mahindra XUV300 W8 Option BSIV,2019,14932,16500,Petrol,Dealer,Manual,First Owner,1197 CC,5
Hyundai Creta 1.6 CRDi AT SX Plus,2017,15068,67000,Diesel,Individual,Automatic,First Owner,1582 CC,5
Maruti Swift VXI BSIV,2018,8356,52000,Petrol,Dealer,Manual,First Owner,1197 CC,5
Datsun GO T Option BSIV,2016,4589,40000,Petrol,Dealer,Manual,First Owner,1198 CC,5
Hyundai Grand i10 Asta,2015,5959,40000,Petrol,Dealer,Manual,First Owner,1197 CC,5
Toyota Fortuner 2.8 2WD MT BSIV,2018,41096,35000,Diesel,Individual,Manual,First Owner,2755 CC,7
Renault KWID RXL,2018,5342,13000,Petrol,Dealer,Manual,First Owner,799 CC,5
Honda Brio 1.2 VX MT,2012,4452,40000,Petrol,Dealer,Manual,First Owner,1198 CC,5
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,8767,10000,Petrol,Dealer,Manual,First Owner,1198 CC,5
Nissan Sunny XV Special Edition,2012,6164,9000,Petrol,Dealer,Manual,First Owner,1498 CC,5
Toyota Etios Liva GD SP,2013,5479,70000,Diesel,Dealer,Manual,Second Owner,1364 CC,5
Hyundai i10 Sportz,2009,2945,60000,Petrol,Dealer,Manual,First Owner,1197 CC,5
Renault Duster 85PS Diesel RxL,2014,7808,40000,Diesel,Dealer,Manual,First Owner,1461 CC,5
Mahindra XUV500 W8 2WD,2012,9315,93000,Diesel,Dealer,Manual,First Owner,2179 CC,7
Toyota Innova 2.5 V Diesel 7-seater,2008,4452,80000,Diesel,Individual,Manual,Fourth & Above Owner,2494 CC,7
Tata Indigo CS eGLX BS IV,2011,2055,50000,Petrol,Individual,Manual,Second Owner,1193 CC,5
Hyundai Elantra SX AT,2013,9452,68000,Petrol,Dealer,Automatic,First Owner,1797 CC,5
Mercedes-Benz New C-Class 220 CDI AT,2013,21233,25000,Diesel,Individual,Automatic,First Owner,2143 CC,5
Tata Nano STD,2012,877,18000,Petrol,Dealer,Manual,First Owner,624 CC,4
Nissan Micra Diesel XL,2013,3425,120000,Diesel,Individual,Manual,First Owner,1461 CC,5
Maruti Wagon R LXI,2005,890,35000,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti Swift Dzire VDI,2016,7534,60000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Hyundai i10 Magna,2010,1918,70000,Petrol,Individual,Manual,Fourth & Above Owner,1197 CC,5
Renault KWID RXT,2016,4110,30000,Petrol,Individual,Manual,First Owner,799 CC,5
Volkswagen GTI 1.8 TSI,2016,10959,70000,Petrol,Individual,Automatic,First Owner,1798 CC,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,35959,9000,Diesel,Dealer,Automatic,First Owner,1999 CC,5
Lexus ES 300h,2019,70548,20000,Petrol,Dealer,Automatic,First Owner,2487 CC,5
Jaguar XF 2.0 Diesel Portfolio,2017,43836,45000,Diesel,Dealer,Automatic,First Owner,1999 CC,5
Tata Safari Storme EX,2015,6890,110000,Diesel,Individual,Manual,First Owner,2179 CC,7
Volvo XC40 D4 Inscription BSIV,2019,52055,20000,Diesel,Individual,Automatic,First Owner,1969 CC,5
Toyota Camry 2.5 Hybrid,2016,27397,68089,Petrol,Trustmark Dealer,Automatic,First Owner,2494 CC,5
Maruti Wagon R LXI,2013,3082,58343,Petrol,Trustmark Dealer,Manual,First Owner,998 CC,5
Maruti Baleno Alpha 1.3,2018,10137,38817,Diesel,Dealer,Manual,First Owner,1248 CC,5
Honda Jazz VX,2016,7534,56494,Petrol,Trustmark Dealer,Manual,First Owner,1199 CC,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,10274,79328,Diesel,Trustmark Dealer,Manual,Second Owner,2494 CC,7
Maruti Swift AMT VVT VXI,2019,8904,5621,Petrol,Trustmark Dealer,Automatic,First Owner,1197 CC,5
Toyota Etios VX,2017,8562,25538,Petrol,Trustmark Dealer,Manual,First Owner,1496 CC,5
Maruti Swift AMT ZXI,2018,8219,69779,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164,56290,Diesel,Dealer,Manual,First Owner,1186 CC,5
BMW X4 M Sport X xDrive20d,2019,73973,7500,Diesel,Dealer,Automatic,First Owner,1995 CC,5
BMW X4 M Sport X xDrive20d,2019,75342,8500,Diesel,Dealer,Automatic,First Owner,1995 CC,5
Honda Amaze V CVT Petrol BSIV,2019,10671,7032,Petrol,Trustmark Dealer,Automatic,First Owner,1199 CC,5
Skoda Rapid 1.6 MPI AT Elegance,2016,8836,11000,Petrol,Dealer,Automatic,First Owner,1598 CC,5
Volvo V40 D3 R-Design,2018,33904,2000,Diesel,Dealer,Automatic,First Owner,1984 CC,5
Hyundai i10 Magna,2010,2055,106000,Petrol,Individual,Manual,Third Owner,1197 CC,5
Toyota Etios Liva Diesel TRD Sportivo,2012,3630,162000,Diesel,Individual,Manual,Third Owner,,
Honda CR-V 2.4L 4WD AT,2009,6849,120000,Petrol,Individual,Automatic,Second Owner,2354 CC,5
Maruti Swift Dzire VDI,2015,6575,90000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Verna 1.6 SX CRDi (O),2014,7329,70000,Diesel,Individual,Manual,Third Owner,1582 CC,5
Toyota Innova 2.5 G1 Diesel 8-seater,2005,3425,240000,Diesel,Individual,Manual,Third Owner,2494 CC,8
Maruti SX4 Celebration Diesel,2012,4110,100000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Hyundai Verna XXi ABS (Petrol),2009,4658,214000,Petrol,Individual,Manual,Second Owner,1599 CC,5
Hyundai Verna CRDi SX,2009,4658,214000,Diesel,Individual,Manual,Second Owner,1493 CC,5
Maruti Alto 800 VXI,2016,3288,50000,Petrol,Individual,Manual,First Owner,796 CC,5
Honda City i-VTEC CVT V,2018,14863,1000,Petrol,Individual,Automatic,First Owner,1497 CC,5
Maruti Swift Dzire AMT VDI,2017,10274,19000,Diesel,Individual,Automatic,First Owner,1248 CC,5
Tata Indigo LS,2012,1301,265000,Diesel,Individual,Manual,Second Owner,1405 CC,5
Maruti Eeco CNG 5 Seater AC,2020,5616,35000,CNG,Individual,Manual,First Owner,1196 CC,5
Maruti Alto K10 VXI,2014,2945,80000,Petrol,Individual,Manual,Second Owner,998 CC,5
Mahindra XUV500 AT W10 AWD,2016,17671,50000,Diesel,Individual,Automatic,First Owner,2179 CC,7
Maruti Alto K10 LXI,2010,2055,80000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai EON Sportz,2013,3000,50000,Petrol,Individual,Manual,Second Owner,814 CC,5
Tata Tiago 1.2 Revotron XE,2018,4452,100000,Petrol,Individual,Manual,First Owner,1199 CC,5
Maruti Eeco Smiles 5 Seater AC,2013,3562,120000,Petrol,Individual,Manual,Second Owner,1196 CC,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,35959,9000,Diesel,Dealer,Automatic,First Owner,1999 CC,5
Lexus ES 300h,2019,70548,20000,Petrol,Dealer,Automatic,First Owner,2487 CC,5
Jaguar XF 2.0 Diesel Portfolio,2017,43836,45000,Diesel,Dealer,Automatic,First Owner,1999 CC,5
Tata Safari Storme EX,2015,6890,110000,Diesel,Individual,Manual,First Owner,2179 CC,7
Volvo XC40 D4 Inscription BSIV,2019,52055,20000,Diesel,Individual,Automatic,First Owner,1969 CC,5
Toyota Camry 2.5 Hybrid,2016,27397,68089,Petrol,Trustmark Dealer,Automatic,First Owner,2494 CC,5
Maruti Wagon R LXI,2013,3082,58343,Petrol,Trustmark Dealer,Manual,First Owner,998 CC,5
Maruti Baleno Alpha 1.3,2018,10137,38817,Diesel,Dealer,Manual,First Owner,1248 CC,5
Honda Jazz VX,2016,7534,56494,Petrol,Trustmark Dealer,Manual,First Owner,1199 CC,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,10274,79328,Diesel,Trustmark Dealer,Manual,Second Owner,2494 CC,7
Maruti Swift AMT VVT VXI,2019,8904,5621,Petrol,Trustmark Dealer,Automatic,First Owner,1197 CC,5
Toyota Etios VX,2017,8562,25538,Petrol,Trustmark Dealer,Manual,First Owner,1496 CC,5
Maruti Swift AMT ZXI,2018,8219,69779,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164,56290,Diesel,Dealer,Manual,First Owner,1186 CC,5
BMW X4 M Sport X xDrive20d,2019,73973,7500,Diesel,Dealer,Automatic,First Owner,1995 CC,5
BMW X4 M Sport X xDrive20d,2019,75342,8500,Diesel,Dealer,Automatic,First Owner,1995 CC,5
Honda Amaze V CVT Petrol BSIV,2019,10671,7032,Petrol,Trustmark Dealer,Automatic,First Owner,1199 CC,5
Skoda Rapid 1.6 MPI AT Elegance,2016,8836,11000,Petrol,Dealer,Automatic,First Owner,1598 CC,5
Volvo V40 D3 R-Design,2018,33904,2000,Diesel,Dealer,Automatic,First Owner,1984 CC,5
Honda Amaze S CVT Diesel BSIV,2019,9589,40000,Diesel,Individual,Automatic,First Owner,1498 CC,5
Hyundai Creta 1.4 CRDi Base,2017,13014,45000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti Alto LXi BSIII,2010,2192,80000,Petrol,Individual,Manual,Second Owner,796 CC,5
Hyundai Xcent 1.1 CRDi S Option,2015,5616,135000,Diesel,Individual,Manual,Second Owner,1120 CC,5
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,11507,120000,Diesel,Individual,Manual,Second Owner,2494 CC,7
Toyota Etios Liva Diesel,2013,6164,67000,Diesel,Individual,Manual,First Owner,1364 CC,5
Maruti Swift Dzire ZDI Plus,2017,12329,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Toyota Innova 2.5 V Diesel 7-seater,2008,7808,134000,Diesel,Individual,Manual,Second Owner,2494 CC,7
Nissan Micra Diesel XV,2011,3493,110000,Diesel,Individual,Manual,Second Owner,1461 CC,5
Maruti 800 AC BSIII,2009,1781,40000,Petrol,Individual,Manual,First Owner,796 CC,4
Maruti Swift Dzire VDI,2013,7260,120000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Volkswagen Polo 1.5 TDI Highline,2015,7123,110000,Diesel,Individual,Manual,Second Owner,1498 CC,5
Mahindra Verito 1.5 D2 BSIII,2011,3151,170000,Diesel,Individual,Manual,Second Owner,1461 CC,5
Maruti 800 AC BSIII,2004,1110,80000,Petrol,Individual,Manual,Second Owner,796 CC,4
Maruti Swift VDI Optional,2016,8219,47000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Xcent 1.2 Kappa S Option,2015,5616,93000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti 800 Std,2010,1644,70000,Petrol,Individual,Manual,Second Owner,796 CC,4
Maruti Celerio VXI,2014,4384,50000,Petrol,Individual,Manual,First Owner,998 CC,5
Ford Figo Diesel EXI,2015,4000,70000,Diesel,Individual,Manual,First Owner,1399 CC,5
Tata Safari DICOR 2.2 LX 4x2,2012,5342,80000,Diesel,Individual,Manual,First Owner,2179 CC,7
Ford Figo 1.2P Titanium Plus MT,2016,7534,44000,Petrol,Individual,Manual,First Owner,1196 CC,5
Maruti Celerio ZXI,2014,5274,25000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai Creta 1.6 VTVT S,2016,10959,25000,Petrol,Individual,Manual,First Owner,1591 CC,5
Maruti Swift Dzire VXI 1.2,2019,9247,10000,Petrol,Individual,Manual,First Owner,1197 CC,5
Tata Hexa XT,2018,20890,50000,Diesel,Individual,Manual,First Owner,2179 CC,7
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,13014,30000,Diesel,Individual,Manual,First Owner,1498 CC,5
Hyundai i20 Active 1.4 SX with AVN,2015,8356,50000,Diesel,Individual,Manual,Second Owner,1396 CC,5
Hyundai i20 Asta 1.4 CRDi,2012,7192,120000,Diesel,Individual,Manual,First Owner,1396 CC,5
Honda Amaze S CVT Diesel BSIV,2019,9589,40000,Diesel,Individual,Automatic,First Owner,1498 CC,5
Mahindra Bolero 2011-2019 SLE,2015,5137,80000,Diesel,Individual,Manual,First Owner,2523 CC,7
Nissan Terrano XL Plus 85 PS,2015,7945,90000,Diesel,Individual,Manual,First Owner,1461 CC,5
Maruti Swift VXI Windsong Limited edition,2015,5959,50000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Datsun RediGO 1.0 S,2020,4795,2136,Petrol,Individual,Manual,First Owner,999 CC,5
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,10000,250000,Diesel,Individual,Manual,First Owner,2494 CC,7
Hyundai i20 Magna 1.2,2015,8219,35000,Petrol,Individual,Manual,First Owner,1197 CC,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,14384,120000,Diesel,Individual,Manual,First Owner,2494 CC,7
Maruti Baleno Alpha 1.3,2017,10068,70000,Diesel,Individual,Manual,First Owner,1248 CC,5
Renault Duster 110PS Diesel RxZ,2018,14384,18000,Diesel,Dealer,Manual,First Owner,1461 CC,5
Chevrolet Enjoy 1.3 TCDi LS 7,2016,5753,110000,Diesel,Individual,Manual,Second Owner,1248 CC,7
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,10959,60000,Diesel,Individual,Manual,First Owner,1248 CC,5
Toyota Fortuner 4x2 AT,2015,27397,60000,Diesel,Individual,Automatic,First Owner,2982 CC,7
Maruti Swift Dzire VDI,2016,8219,147000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Toyota Fortuner 4x2 AT,2015,26027,130000,Diesel,Individual,Automatic,First Owner,2982 CC,7
Chevrolet Captiva LT,2011,6849,99500,Diesel,Individual,Manual,Third Owner,1991 CC,7
Tata Indica Vista Aqua 1.4 TDI,2011,2740,110000,Diesel,Individual,Manual,Second Owner,1405 CC,5
Nissan Micra Active XL Petrol,2016,5068,35000,Petrol,Individual,Manual,First Owner,1198 CC,5
Hyundai Verna Transform CRDi VGT SX ABS,2010,3562,110000,Diesel,Individual,Manual,Second Owner,1493 CC,5
Mahindra KUV 100 mFALCON D75 K8,2016,3836,100000,Diesel,Individual,Manual,First Owner,1198 CC,6
Maruti Ertiga VXI,2014,8356,21000,Petrol,Individual,Manual,First Owner,1373 CC,7
Ford Fiesta Titanium 1.5 TDCi,2013,4110,60000,Diesel,Individual,Manual,Second Owner,1498 CC,5
Tata Indigo CS LX DiCOR,2010,1918,40000,Diesel,Individual,Manual,First Owner,1405 CC,5
Hyundai i10 Magna 1.1L,2008,3151,50000,Petrol,Individual,Manual,First Owner,1086 CC,5
Maruti A-Star Vxi,2010,2740,65000,Petrol,Individual,Manual,Second Owner,998 CC,5
Maruti Wagon R VXI BSIII,2011,2740,80000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai Verna 1.6 CRDi S,2015,7671,119000,Diesel,Individual,Manual,First Owner,1582 CC,5
Maruti Ertiga SHVS VDI,2016,10274,80000,Diesel,Individual,Manual,First Owner,1248 CC,7
Maruti Swift VDI BSIV,2017,8014,90000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Verna 1.6 VTVT S Option,2016,10411,20000,Petrol,Individual,Manual,First Owner,1591 CC,5
Maruti Swift VDI BSIV,2014,5890,80000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Mahindra KUV 100 D75 K6 Plus,2020,6575,44665,Diesel,Individual,Manual,First Owner,1198 CC,6
Kia Seltos HTE D,2019,8808,10000,Diesel,Individual,Manual,First Owner,1493 CC,5
Hyundai Xcent 1.2 VTVT S,2018,6849,60000,Petrol,Individual,Manual,First Owner,1197 CC,5
Honda Brio 1.2 S MT,2016,5822,22000,Petrol,Individual,Manual,First Owner,1198 CC,5
Maruti Alto 800 LXI,2014,3425,25000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti Celerio LDi,2016,3904,70000,Diesel,Individual,Manual,First Owner,793 CC,5
Maruti Swift Dzire VXi,2008,2192,123000,Petrol,Individual,Manual,Third Owner,1298 CC,5
Volkswagen Vento Diesel Trendline,2011,3425,70000,Diesel,Individual,Manual,Second Owner,1598 CC,5
Chevrolet Beat LS,2013,2329,70000,Petrol,Individual,Manual,Second Owner,1199 CC,5
Toyota Etios Liva GD,2013,5616,45000,Diesel,Individual,Manual,First Owner,1364 CC,5
Hyundai Grand i10 AT Asta,2015,5479,40000,Petrol,Individual,Automatic,First Owner,1197 CC,5
Maruti Swift Dzire VDI,2019,9589,30000,Diesel,Individual,Manual,First Owner,1248 CC,5
Honda Civic 1.8 V AT,2007,4795,90000,Petrol,Individual,Automatic,First Owner,1799 CC,5
